ID	gene_name	Systematic ID	gRNA_cluster_order1	Source	time_points	Status	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	AIC	BIC	R2	RMSE	normalized_RMSE	M_G0Tet	M_YES1_Tet	M_YES2_Tet	M_YES3_Tet	M_YES4_Tet	M_YES5_Tet	M_G0Tet_fitted	M_YES1_Tet_fitted	M_YES2_Tet_fitted	M_YES3_Tet_fitted	M_YES4_Tet_fitted	M_YES5_Tet_fitted	M_G0Tet_residual	M_YES1_Tet_residual	M_YES2_Tet_residual	M_YES3_Tet_residual	M_YES4_Tet_residual	M_YES5_Tet_residual	gRNA_cluster_order1
SPBC21H7.02_37	taf10	SPBC21H7.02	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.817	1.121	5.612	6.474	12.706	22.485	16.011	10.803	5.819	70.529	-7.896	-8.521	0.994893	0.314	0.02636	0.0	-0.205	2.244	5.184	8.5	11.711	0.005	0.312	1.832	5.247	8.819	11.489	-0.005	-0.517	0.412	-0.063	-0.319	0.222	6
SPAC10F6.02c_241	prp22	SPAC10F6.02c	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	7.153	0.93	1.649	2.119	5.518	10.851	8.732	4.48	2.632	76.129	-18.398	-19.023	0.997566	0.131	0.018698	0.0	1.989	4.446	6.533	6.806	7.002	0.055	1.919	4.615	6.292	6.873	7.059	-0.055	0.07	-0.169	0.241	-0.067	-0.057	4
SPAC823.04_22	rrp36	SPAC823.04	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.664	0.98	0.37	1.035	5.842	13.386	12.351	4.375	3.923	108.397	-7.426	-8.051	0.991796	0.327	0.03121	0.0	3.691	6.033	8.421	9.403	10.466	0.541	3.268	6.193	8.489	9.649	10.187	-0.541	0.423	-0.16	-0.068	-0.246	0.279	5
SPBC16A3.03c_81	ppr7	SPBC16A3.03c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.356	0.081	0.726	1.753	9.187	20.851	19.098	6.917	0.499	9.988	-27.257	-27.882	0.975323	0.063	0.055208	0.0	0.19	0.586	0.684	0.964	1.133	0.064	0.253	0.491	0.759	0.965	1.105	-0.064	-0.063	0.095	-0.075	-0.001	0.028	1
SPBC16C6.11_20	rpl3201	SPBC16C6.11	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	7.044	0.587	-0.0	0.732	6.029	14.34	13.608	4.412	2.591	70.073	-8.833	-9.457	0.9841	0.291	0.042483	0.0	2.603	3.863	5.201	6.108	6.839	0.465	2.177	3.944	5.411	6.217	6.624	-0.465	0.426	-0.081	-0.21	-0.109	0.215	4
SPBC3D6.12_122	dip2	SPBC3D6.12	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	7.348	0.966	0.707	1.171	4.531	9.802	8.631	3.505	2.703	85.292	-19.182	-19.807	0.997849	0.123	0.016709	0.0	3.033	5.277	6.743	7.127	7.34	0.222	2.894	5.409	6.726	7.151	7.283	-0.222	0.139	-0.132	0.017	-0.024	0.057	4
SPBC21B10.13c_11	yox1	SPBC21B10.13c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.236	0.086	0.0	0.881	7.252	17.25	16.369	5.307	0.455	10.94	-27.062	-27.687	0.971512	0.064	0.05782	0.0	0.408	0.588	0.746	1.044	1.1	0.082	0.319	0.582	0.836	1.002	1.1	-0.082	0.089	0.006	-0.09	0.042	0.0	1
SPAC644.17c_28	mrpl9	SPAC644.17c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	5.895	0.707	5.781	6.29	9.971	15.748	9.459	8.847	2.169	37.351	-17.899	-18.524	0.996032	0.136	0.024924	0.0	0.344	0.768	3.215	4.721	5.476	0.0	0.028	0.848	3.157	4.765	5.46	0.0	0.316	-0.08	0.058	-0.044	0.016	3
SPBC3E7.16c_37	leu3	SPBC3E7.16c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.026	0.002	0.0	0.888	7.314	17.397	16.508	5.352	-0.009	-0.003	-32.07	-32.695	-0.97292	0.042	0.484142	0.0	0.067	0.052	0.039	0.036	-0.019	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.067	0.052	0.039	0.036	-0.019	1
SPAC22H12.04c_25	rps102	SPAC22H12.04c	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	4.896	0.762	0.312	0.704	3.542	7.996	7.293	2.676	1.801	61.993	-14.566	-15.191	0.989466	0.18	0.035865	0.0	2.76	3.839	4.78	4.774	5.024	0.22	2.562	4.116	4.705	4.848	4.883	-0.22	0.198	-0.277	0.075	-0.074	0.141	4
SPBC4B4.03_65	rsc1	SPBC4B4.03	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.053	0.127	3.584	4.569	11.697	22.882	18.313	9.521	0.755	11.109	-29.697	-30.321	0.991763	0.051	0.031746	0.0	0.164	0.432	0.817	1.159	1.608	0.014	0.143	0.424	0.853	1.241	1.525	-0.014	0.021	0.008	-0.036	-0.082	0.083	2
SPCC970.12_18	mis18	SPCC970.12	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.517	0.822	6.924	7.705	13.358	22.228	14.523	11.632	3.869	40.43	-23.584	-24.209	0.999101	0.085	0.011297	0.0	0.153	0.787	2.669	5.44	7.522	0.0	0.048	0.652	2.784	5.44	7.492	0.0	0.105	0.135	-0.115	0.0	0.03	3
SPBC16H5.10c_35	prp43	SPBC16H5.10c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.371	0.573	1.614	2.72	10.718	23.268	20.548	8.276	3.815	65.377	-11.517	-12.142	0.992814	0.232	0.029424	0.0	1.693	3.079	4.604	6.71	7.895	0.325	1.422	2.986	4.954	6.612	7.827	-0.325	0.271	0.093	-0.35	0.098	0.068	3
SPAC144.09c_33	sfc2	SPAC144.09c	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.225	0.764	3.377	4.353	11.418	22.503	18.15	9.261	4.497	68.499	-17.397	-18.022	0.998225	0.142	0.015506	0.0	0.878	2.856	5.057	7.738	9.178	0.098	0.934	2.687	5.281	7.573	9.227	-0.098	-0.056	0.169	-0.224	0.165	-0.049	6
SPCC736.07c_111	uri1	SPCC736.07c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	5.424	0.604	1.107	1.656	5.622	11.847	10.191	4.411	1.996	56.78	-23.095	-23.72	0.997927	0.089	0.016374	0.0	1.578	3.418	4.485	5.025	5.406	0.121	1.571	3.346	4.582	5.098	5.295	-0.121	0.007	0.072	-0.097	-0.073	0.111	3
SPBC1703.15c_20	vps33	SPBC1703.15c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.966	0.303	6.648	7.446	13.221	22.282	14.836	11.458	1.459	15.755	-32.337	-32.961	0.998549	0.041	0.014176	0.0	0.059	0.318	1.1	2.016	2.891	0.0	0.026	0.287	1.109	2.088	2.838	0.0	0.033	0.031	-0.009	-0.072	0.053	2
SPAC9G1.09_30	sid1	SPAC9G1.09	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.285	1.055	1.278	2.162	8.561	18.602	16.44	6.608	5.623	118.756	-4.61	-5.235	0.992267	0.413	0.03038	0.0	2.844	5.969	9.464	10.947	13.596	0.483	2.725	5.843	9.262	11.673	13.157	-0.483	0.119	0.126	0.202	-0.726	0.439	7
SPCC576.10c_39	rpt3	SPCC576.10c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.666	0.992	0.463	1.489	8.91	20.554	19.066	6.644	6.131	126.266	-1.272	-1.897	0.986677	0.546	0.038459	0.0	3.865	6.545	9.406	11.419	14.185	0.89	3.334	6.302	9.575	12.043	13.702	-0.89	0.531	0.243	-0.169	-0.624	0.483	7
SPAC6C3.04_74	cit1	SPAC6C3.04	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.266	0.203	3.06	4.041	11.139	22.277	18.236	8.972	1.202	19.008	-26.656	-27.28	0.994879	0.066	0.025858	0.0	0.191	0.863	1.461	1.993	2.544	0.034	0.285	0.774	1.468	2.067	2.495	-0.034	-0.094	0.089	-0.007	-0.074	0.049	2
SPAC694.02_32	SPAC694.02	SPAC694.02	2	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.754	0.121	0.0	0.882	7.258	17.265	16.383	5.312	0.645	15.521	-25.917	-26.542	0.983446	0.07	0.043689	0.0	0.487	0.889	1.09	1.417	1.601	0.116	0.453	0.826	1.186	1.421	1.561	-0.116	0.034	0.063	-0.096	-0.004	0.04	2
SPAC20G8.01_81	cdc17	SPAC20G8.01	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.412	1.002	0.762	1.763	8.999	20.353	18.591	6.79	6.038	122.929	-4.13	-4.755	0.991658	0.43	0.031342	0.0	3.504	6.372	8.881	11.855	13.717	0.751	3.093	6.064	9.382	11.878	13.54	-0.751	0.411	0.308	-0.501	-0.023	0.177	7
SPBC2G5.06c_24	hmt2	SPBC2G5.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.301	0.076	0.469	1.519	9.107	21.015	19.496	6.79	0.479	9.685	-30.359	-30.983	0.983573	0.048	0.043658	0.0	0.218	0.52	0.734	0.864	1.107	0.07	0.255	0.481	0.733	0.926	1.057	-0.07	-0.037	0.039	0.001	-0.062	0.05	1
SPCC1682.03c_109	mug174	SPCC1682.03c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	5.905	0.4	4.974	5.875	12.389	22.61	16.735	10.4	2.172	28.102	-27.119	-27.744	0.99847	0.063	0.014347	0.0	0.195	0.909	2.1	3.28	4.412	0.007	0.19	0.852	2.129	3.39	4.323	-0.007	0.005	0.057	-0.029	-0.11	0.089	2
SPBC428.20c_124	alp6	SPBC428.20c	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.869	0.985	4.356	5.03	9.902	17.548	12.518	8.415	3.999	70.358	-16.948	-17.573	0.998412	0.148	0.015596	0.0	0.323	2.623	5.58	8.424	9.473	0.004	0.446	2.467	5.791	8.222	9.553	-0.004	-0.123	0.156	-0.211	0.202	-0.08	6
SPAC56F8.11_5	spc3	SPAC56F8.11	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	7.022	1.176	0.673	1.038	3.674	7.811	6.773	2.869	2.583	88.326	-14.242	-14.867	0.994763	0.185	0.026794	0.0	3.454	6.258	6.908	6.84	6.807	0.175	3.543	5.95	6.787	6.969	7.009	-0.175	-0.089	0.308	0.121	-0.129	-0.202	4
SPAC823.12_25	vps11	SPAC823.12	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.334	0.289	8.202	8.906	13.994	21.978	13.073	12.44	1.226	10.832	-25.596	-26.221	0.993139	0.072	0.030305	0.0	0.044	0.216	0.609	1.478	2.371	0.0	0.001	0.077	0.634	1.556	2.316	0.0	0.043	0.139	-0.025	-0.078	0.055	2
SPAC4A8.05c_275	myp2	SPAC4A8.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.547	0.028	-0.0	1.204	9.915	23.584	22.379	7.256	0.201	3.824	-34.284	-34.908	0.945947	0.035	0.079063	0.0	0.08	0.242	0.24	0.352	0.441	0.036	0.107	0.189	0.283	0.361	0.417	-0.036	-0.027	0.053	-0.043	-0.009	0.024	1
SPCC285.12_20	lsm7	SPCC285.12	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.491	0.931	2.638	3.587	10.459	21.241	17.654	8.361	5.331	91.263	-22.642	-23.266	0.999513	0.092	0.008003	0.0	1.62	3.883	7.069	9.732	11.486	0.195	1.517	3.91	7.098	9.706	11.49	-0.195	0.103	-0.027	-0.029	0.026	-0.004	6
SPCC622.09_33	htb1	SPCC622.09	8	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.221	1.199	0.63	1.303	6.173	13.814	12.511	4.686	4.864	130.348	-8.702	-9.327	0.995697	0.294	0.023157	0.0	4.069	7.245	10.057	11.85	12.684	0.553	3.697	7.318	10.286	11.829	12.558	-0.553	0.372	-0.073	-0.229	0.021	0.126	8
SPCC1840.01c_13	mog1	SPCC1840.01c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	11.188	0.929	1.536	2.272	7.594	15.945	13.672	5.969	4.116	95.753	-7.708	-8.333	0.992651	0.319	0.032108	0.0	2.45	4.555	7.634	9.831	9.937	0.239	2.112	4.898	7.673	9.354	10.242	-0.239	0.338	-0.343	-0.039	0.477	-0.305	5
SPAC26H5.13c_30	kei1	SPAC26H5.13c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.365	0.396	-0.0	0.364	3.001	7.138	6.773	2.196	0.87	31.264	-20.756	-21.381	0.983154	0.108	0.046172	0.0	1.602	2.164	2.267	2.264	2.33	0.156	1.429	2.093	2.306	2.352	2.361	-0.156	0.173	0.071	-0.039	-0.088	-0.031	2
SPBC29A3.06_78	utp18	SPBC29A3.06	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	11.219	1.141	1.106	1.707	6.05	12.865	11.158	4.724	4.127	112.428	-3.062	-3.687	0.985898	0.47	0.042501	0.0	3.341	5.943	9.076	11.057	10.254	0.28	2.979	6.403	9.053	10.293	10.82	-0.28	0.362	-0.46	0.023	0.764	-0.566	5
SPBC2A9.09_37	plp2	SPBC2A9.09	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	11.208	1.116	3.982	4.596	9.032	15.994	11.398	7.678	4.123	80.978	-8.621	-9.245	0.994686	0.296	0.028935	0.0	0.219	3.566	6.449	9.413	10.22	0.004	0.597	3.171	6.846	9.161	10.28	-0.004	-0.378	0.395	-0.397	0.252	-0.06	6
SPCC1450.14c_78	ero12	SPCC1450.14c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	8.307	0.921	5.252	5.802	9.784	16.032	10.23	8.569	3.056	54.145	-10.423	-11.048	0.993425	0.254	0.031564	0.0	-0.445	1.747	4.423	6.747	7.617	0.0	0.109	1.523	4.583	6.668	7.626	0.0	-0.554	0.224	-0.16	0.079	-0.009	3
SPAC1296.02_32	cox4	SPAC1296.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.412	0.075	0.823	1.977	10.324	23.423	21.446	7.776	0.52	9.386	-27.062	-27.687	0.972612	0.064	0.055942	0.0	0.185	0.531	0.645	0.862	1.137	0.066	0.234	0.448	0.704	0.916	1.072	-0.066	-0.049	0.083	-0.059	-0.054	0.065	1
SPBC83.02c_4	rpl4302	SPBC83.02c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.169	0.125	0.104	1.162	8.815	20.825	19.663	6.479	0.798	16.637	-23.944	-24.568	0.981882	0.082	0.044721	0.0	0.499	0.922	1.178	1.502	1.844	0.137	0.462	0.84	1.252	1.563	1.775	-0.137	0.037	0.082	-0.074	-0.061	0.069	2
SPBC106.20_100	exo70	SPBC106.20	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.319	0.312	3.049	3.698	8.394	15.761	12.063	6.96	1.221	25.954	-41.982	-42.607	0.999753	0.018	0.005991	0.0	0.335	1.149	2.196	2.746	3.061	0.009	0.333	1.176	2.167	2.763	3.057	-0.009	0.002	-0.027	0.029	-0.017	0.004	2
SPBC119.11c_34	pac1	SPBC119.11c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.861	0.881	1.729	2.827	10.775	23.245	20.418	8.348	5.835	99.187	-5.708	-6.333	0.991972	0.377	0.030378	0.0	2.394	4.728	7.299	9.585	12.408	0.465	2.11	4.497	7.526	10.086	11.961	-0.465	0.284	0.231	-0.227	-0.501	0.447	7
SPCC1235.11_32	mpc1	SPCC1235.11	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.207	0.122	1.598	2.705	10.71	23.271	20.566	8.266	0.812	13.926	-33.861	-34.486	0.996269	0.036	0.021219	0.0	0.303	0.648	1.05	1.368	1.701	0.07	0.304	0.637	1.055	1.407	1.666	-0.07	-0.001	0.011	-0.005	-0.039	0.035	2
SPAC27E2.05_79	cdc1	SPAC27E2.05	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.101	0.999	2.438	3.178	8.525	16.916	13.738	6.893	4.452	93.531	-26.983	-27.608	0.999747	0.064	0.005917	0.0	1.576	4.41	7.516	9.759	10.818	0.11	1.563	4.375	7.592	9.691	10.84	-0.11	0.013	0.035	-0.076	0.068	-0.022	5
SPBC13A2.03_53	bbl1	SPBC13A2.03	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.628	1.025	2.14	3.13	10.295	21.537	18.406	8.107	6.117	107.664	-9.016	-9.641	0.996327	0.286	0.021518	0.0	1.89	5.281	8.054	10.991	13.297	0.34	2.053	4.804	8.311	11.16	13.132	-0.34	-0.163	0.477	-0.257	-0.169	0.165	7
SPBC19F5.02c_122	utp4	SPBC19F5.02c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	8.598	1.013	0.248	0.766	4.513	10.392	9.627	3.369	3.163	99.325	-7.413	-8.038	0.988303	0.327	0.037924	0.0	3.916	5.872	7.481	8.623	8.426	0.453	3.501	6.173	7.712	8.279	8.48	-0.453	0.415	-0.301	-0.231	0.344	-0.054	5
SPCC2H8.04_15	lyr2	SPCC2H8.04	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.366	0.564	8.787	9.151	11.788	15.924	6.773	10.983	1.238	15.586	-19.216	-19.84	0.990089	0.122	0.03969	0.0	0.09	0.27	0.803	2.559	3.081	0.0	0.0	0.004	0.856	2.482	3.128	0.0	0.09	0.266	-0.053	0.077	-0.047	2
SPAC2F3.13c_64	qtr2	SPAC2F3.13c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.435	0.102	1.993	2.849	9.04	18.753	15.904	7.15	0.528	10.549	-35.022	-35.647	0.994793	0.033	0.026205	0.0	0.178	0.468	0.878	1.034	1.25	0.026	0.204	0.494	0.833	1.077	1.227	-0.026	-0.026	-0.026	0.045	-0.043	0.023	1
SPBC725.02_43	mpr1	SPBC725.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.81	0.062	6.595	7.396	13.194	22.293	14.897	11.424	0.298	3.24	-31.072	-31.697	0.964747	0.046	0.066585	0.0	-0.076	0.071	0.159	0.428	0.607	0.0	0.006	0.06	0.229	0.428	0.58	0.0	-0.082	0.011	-0.07	0.0	0.027	1
SPBC31F10.12_27	tma20	SPBC31F10.12	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.529	0.139	1.516	2.627	10.669	23.287	20.66	8.214	0.931	16.054	-25.548	-26.173	0.988534	0.072	0.03596	0.0	0.408	0.764	1.142	1.538	2.006	0.084	0.356	0.738	1.215	1.616	1.91	-0.084	0.052	0.026	-0.073	-0.078	0.096	2
SPAP14E8.03_2	bos1	SPAP14E8.03	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	8.042	1.018	1.564	2.046	5.535	11.009	8.962	4.47	2.959	85.356	-14.584	-15.209	0.996336	0.18	0.022163	0.0	2.213	5.086	7.215	7.367	8.117	0.076	2.187	5.148	7.028	7.701	7.924	-0.076	0.026	-0.062	0.187	-0.334	0.193	4
SPAC17A2.08c_7	ntr2	SPAC17A2.08c	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	5.779	0.65	0.195	0.737	4.661	10.818	10.081	3.463	2.126	65.763	-11.487	-12.112	0.98674	0.233	0.039775	0.0	2.506	4.045	4.74	5.605	5.855	0.323	2.282	4.038	5.106	5.524	5.68	-0.323	0.224	0.007	-0.366	0.081	0.175	4
SPCC24B10.08c_88	ada2	SPCC24B10.08c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.61	0.163	1.004	1.98	9.037	20.112	18.132	6.883	0.96	19.423	-28.812	-29.437	0.994815	0.055	0.02513	0.0	0.485	0.998	1.426	1.897	2.187	0.104	0.469	0.949	1.491	1.897	2.164	-0.104	0.016	0.049	-0.065	0.0	0.023	2
SPBC3B8.11_90	rrn6	SPBC3B8.11	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.005	0.937	2.577	3.49	10.093	20.455	16.965	8.077	5.152	91.632	-15.012	-15.637	0.998243	0.174	0.015367	0.0	1.562	4.106	6.916	9.942	11.297	0.182	1.529	3.982	7.177	9.705	11.379	-0.182	0.033	0.124	-0.261	0.237	-0.082	6
SPAC1F3.01_92	rrp6	SPAC1F3.01	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	9.7	0.568	2.642	3.685	11.229	23.067	19.382	8.926	3.568	56.683	-16.429	-17.053	0.996494	0.154	0.021061	0.0	1.076	2.531	4.052	6.095	7.325	0.155	0.976	2.394	4.339	6.028	7.264	-0.155	0.1	0.137	-0.287	0.067	0.061	3
SPCC576.12c_6	mhf2	SPCC576.12c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	6.6	0.476	5.153	6.0	12.131	21.75	15.75	10.259	2.428	32.082	-50.721	-51.346	0.999978	0.009	0.00178	0.0	0.177	0.926	2.429	3.937	4.975	0.004	0.178	0.927	2.444	3.922	4.978	-0.004	-0.001	-0.001	-0.015	0.015	-0.003	3
SPBP4H10.11c_92	lcf2	SPBP4H10.11c	1	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.126	0.199	9.039	9.691	14.41	21.814	12.123	12.969	0.782	6.087	-23.945	-24.57	0.975741	0.082	0.054741	0.0	0.072	0.162	0.315	0.801	1.506	0.0	0.0	0.018	0.295	0.906	1.447	0.0	0.072	0.144	0.02	-0.105	0.059	1
SPCC1393.06c_29	ipi1	SPCC1393.06c	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	8.127	0.751	0.432	1.093	5.871	13.369	12.276	4.412	2.99	82.419	-10.677	-11.302	0.991857	0.249	0.031406	0.0	2.67	4.822	6.104	7.377	7.932	0.393	2.46	4.704	6.468	7.356	7.766	-0.393	0.21	0.118	-0.364	0.021	0.166	4
SPAC6F12.17_38	rna14	SPAC6F12.17	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	9.357	1.237	1.582	2.044	5.385	10.629	8.585	4.365	3.442	100.87	-3.847	-4.471	0.984063	0.44	0.045819	0.0	2.824	5.747	8.683	9.607	8.577	0.077	2.631	6.182	8.308	9.024	9.248	-0.077	0.193	-0.435	0.375	0.583	-0.671	5
SPAC1093.05_68	hca4	SPAC1093.05	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.018	1.034	0.049	0.876	6.863	16.258	15.382	5.036	5.157	128.766	0.816	0.192	0.978347	0.649	0.051456	0.0	4.775	6.594	9.347	12.271	12.617	0.901	3.796	6.963	9.893	11.711	12.735	-0.901	0.979	-0.369	-0.546	0.56	-0.118	8
SPAC328.10c_51	rps502	SPAC328.10c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	4.842	0.338	0.483	1.359	7.693	17.632	16.273	5.759	1.781	41.103	-17.291	-17.916	0.990775	0.144	0.032854	0.0	1.22	2.244	3.008	3.81	4.37	0.246	1.106	2.136	3.171	3.861	4.273	-0.246	0.114	0.108	-0.163	-0.051	0.097	3
SPAC328.02_62	dbl4	SPAC328.02	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.934	0.696	4.019	4.978	11.914	22.797	17.819	9.796	4.022	56.931	-4.937	-5.561	0.981591	0.402	0.046466	0.0	0.985	2.296	3.999	5.947	8.651	0.047	0.619	2.048	4.367	6.512	8.088	-0.047	0.366	0.248	-0.368	-0.565	0.563	3
SPAC17G8.05_15	med20	SPAC17G8.05	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.529	0.157	3.604	4.588	11.707	22.878	18.29	9.534	0.93	13.656	-34.662	-35.286	0.997617	0.034	0.017686	0.0	0.17	0.55	0.981	1.526	1.909	0.017	0.175	0.52	1.049	1.527	1.878	-0.017	-0.005	0.03	-0.068	-0.001	0.031	2
SPBC3E7.09_63	SPBC3E7.09	SPBC3E7.09	2	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.403	0.16	2.523	3.058	6.93	13.006	9.948	5.748	0.516	12.937	-32.222	-32.847	0.993876	0.041	0.030456	0.0	0.178	0.703	1.056	1.358	1.319	0.004	0.213	0.684	1.099	1.285	1.358	-0.004	-0.035	0.019	-0.043	0.073	-0.039	2
SPBC215.03c_50	csn1	SPBC215.03c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	4.143	0.233	1.925	3.011	10.872	23.207	20.196	8.472	1.524	25.547	-21.708	-22.332	0.991947	0.099	0.030608	0.0	0.555	1.227	1.866	2.49	3.246	0.108	0.522	1.143	1.943	2.622	3.12	-0.108	0.033	0.084	-0.077	-0.132	0.126	2
SPAC16.02c_79	srp2	SPAC16.02c	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.723	1.18	5.551	6.416	12.675	22.497	16.081	10.764	6.152	75.052	3.138	2.513	0.969149	0.788	0.06047	0.0	0.838	2.689	5.143	7.931	13.028	0.006	0.347	1.982	5.595	9.352	12.157	-0.006	0.491	0.707	-0.452	-1.421	0.871	6
SPAC6B12.12_83	tom70	SPAC6B12.12	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.066	0.144	5.414	6.287	12.607	22.524	16.237	10.678	0.76	9.407	-18.993	-19.618	0.949603	0.125	0.076001	0.0	0.225	0.347	0.548	1.056	1.639	0.001	0.048	0.257	0.705	1.163	1.505	-0.001	0.177	0.09	-0.157	-0.107	0.134	2
SPAC1142.05_19	ctr5	SPAC1142.05	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	4.783	0.382	7.209	7.973	13.5	22.172	14.199	11.813	1.76	17.748	-20.432	-21.056	0.992299	0.111	0.03189	0.0	0.208	0.381	1.12	2.339	3.465	0.0	0.014	0.248	1.19	2.425	3.39	0.0	0.194	0.133	-0.07	-0.086	0.075	2
SPBC409.14c_9	mrps17	SPBC409.14c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.296	0.911	6.224	7.048	13.01	22.365	15.317	11.19	4.523	51.292	-15.849	-16.473	0.997648	0.162	0.018059	0.0	0.386	0.974	3.854	6.428	8.966	0.001	0.134	1.101	3.71	6.639	8.856	-0.001	0.252	-0.127	0.144	-0.211	0.11	3
SPAC4F8.02c_27	mrpl40	SPAC4F8.02c	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	6.992	0.727	6.075	6.662	10.907	17.568	10.907	9.611	2.572	38.658	-22.114	-22.739	0.99839	0.096	0.015702	0.0	0.26	0.71	3.092	5.046	6.117	0.0	0.034	0.771	3.065	5.056	6.116	0.0	0.226	-0.061	0.027	-0.01	0.001	3
SPAC29A4.20_45	elp3	SPAC29A4.20	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	7.142	0.383	1.089	2.227	10.456	23.371	21.144	7.944	2.627	46.649	-14.95	-15.574	0.991324	0.175	0.031743	0.0	1.269	2.342	3.306	4.572	5.497	0.295	1.116	2.197	3.511	4.606	5.409	-0.295	0.153	0.145	-0.205	-0.034	0.088	3
SPAC15E1.08_21	naa10	SPAC15E1.08	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	8.037	0.595	6.226	7.05	13.011	22.365	15.315	11.191	2.957	33.522	-9.715	-10.34	0.984138	0.27	0.044781	0.0	0.415	1.085	2.123	4.121	6.028	0.001	0.088	0.719	2.424	4.339	5.788	-0.001	0.327	0.366	-0.301	-0.218	0.24	3
